ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,PoS,Function,Level
tara1319-TE052,tara1319,TE052,0,TE052-0,,Aoi (2015:415),multiple,argument marking (core),word
tara1319-TE053,tara1319,TE053,1,TE053-1,,Aoi (2015:415),multiple,argument marking (non-core),word
tara1319-TE054,tara1319,TE054,1,TE054-1,,Aoi (2015:420),multiple,interrogation,clause
tara1319-TE059,tara1319,TE059,0,TE059-0,,Aoi (2015:419-420),verb,valency,word
tara1319-TE066,tara1319,TE066,0,TE066-0,,"Aoi (2015:411, 417)",verb,TAME,word
tara1319-TE078,tara1319,TE078,0,TE078-0,,Aoi (2015:407),not assignable,phonological distinctiveness,phonological shape
tara1319-TS001,tara1319,TS001,1,TS001-1,Modifiers precede their heads.,Aoi (2015:414),not assignable,word order,NP
tara1319-TS002,tara1319,TS002,0,TS002-0,Modifiers precede their heads.,Aoi (2015:414),not assignable,word order,NP
tara1319-TS003,tara1319,TS003,1,TS003-1,,Aoi (2015:414),not assignable,word order,NP
tara1319-TS004,tara1319,TS004,0,TS004-0,,Aoi (2015:414),not assignable,word order,NP
tara1319-TS005,tara1319,TS005,1,TS005-1,,Aoi (2015:415),not assignable,word order,NP
tara1319-TS006,tara1319,TS006,0,TS006-0,,Aoi (2015:415),not assignable,word order,NP
tara1319-TS007,tara1319,TS007,1,TS007-1,,Aoi (2015:414),not assignable,word order,NP
tara1319-TS008,tara1319,TS008,0,TS008-0,,Aoi (2015:414),not assignable,word order,NP
tara1319-TS009,tara1319,TS009,?,TS009-?,Not mentioned.,Aoi (2015:405-421),not assignable,word order,NP
tara1319-TS010,tara1319,TS010,?,TS010-?,Not mentioned.,Aoi (2015:405-421),not assignable,word order,NP
tara1319-TS079,tara1319,TS079,0,TS079-0,,Aoi (2015:405-421),not assignable,phonological distinctiveness,phonological shape
tara1319-TS080,tara1319,TS080,0,TS080-0,,Aoi (2015:405-421),not assignable,phonological distinctiveness,phonological shape
tara1319-TS086,tara1319,TS086,1,TS086-1,,Aoi (2015:414),not assignable,word order,clause
tara1319-TS087,tara1319,TS087,0,TS087-0,,Aoi (2015:414),not assignable,word order,clause
tara1319-TS088,tara1319,TS088,0,TS088-0,,Aoi (2015:407),not assignable,phonological distinctiveness,phonological shape
tata1255-GB020,tata1255,GB020,0,GB020-0,,Poppe (1963:8-130),article,deixis,NP
tata1255-GB021,tata1255,GB021,0,GB021-0,,Poppe (1963:8-130),article,deixis,NP
tata1255-GB022,tata1255,GB022,0,GB022-0,,Poppe (1963:8-130),article,deixis,NP
tata1255-GB023,tata1255,GB023,0,GB023-0,,Poppe (1963:8-130),article,deixis,NP
tata1255-GB026,tata1255,GB026,?,GB026-?,"might be possible, only Chuvash deviates from the Turkic prototype",Gisbert Fanselow (p.c. 2017),not assignable,word order,NP
tata1255-GB027,tata1255,GB027,1,GB027-1,,"Poppe (1963:51, 109-110)",multiple,argument marking (non-core),NP
tata1255-GB028,tata1255,GB028,0,GB028-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-GB030,tata1255,GB030,0,GB030-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-GB031,tata1255,GB031,0,GB031-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-GB035,tata1255,GB035,1,GB035-1,,Poppe (1963:55-56); Savelev (p.c. 2018),demonstrative,deixis,word
tata1255-GB036,tata1255,GB036,0,GB036-0,,Poppe (1963:55-56),demonstrative,deixis,word
tata1255-GB037,tata1255,GB037,0,GB037-0,,Poppe (1963:55-56),demonstrative,deixis,word
tata1255-GB038,tata1255,GB038,0,GB038-0,,Poppe (1963:8-130),noun,deixis,word
tata1255-GB039,tata1255,GB039,0,GB039-0,only phonological allomorphy,Poppe (1963:29),noun,number,word
tata1255-GB041,tata1255,GB041,0,GB041-0,,Poppe (1963:29),noun,number,word
tata1255-GB042,tata1255,GB042,0,GB042-0,,Poppe (1963:29),noun,number,word
tata1255-GB043,tata1255,GB043,0,GB043-0,,Poppe (1963:29),noun,number,word
tata1255-GB044,tata1255,GB044,1,GB044-1,,Poppe (1963:29),noun,number,word
tata1255-GB046,tata1255,GB046,?,GB046-?,Not mentioned.,Poppe (1963:8-130),noun,number,word
tata1255-GB047,tata1255,GB047,1,GB047-1,,Poppe (1963:90),noun,denominal derivation,word
tata1255-GB048,tata1255,GB048,1,GB048-1,,Poppe (1963:90),noun,denominal derivation,word
tata1255-GB049,tata1255,GB049,1,GB049-1,,Poppe (1963:90),noun,denominal derivation,word
tata1255-GB051,tata1255,GB051,0,GB051-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB052,tata1255,GB052,0,GB052-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB053,tata1255,GB053,0,GB053-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB054,tata1255,GB054,0,GB054-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB057,tata1255,GB057,0,GB057-0,,Poppe (1963:8-130),noun,quantification,word
tata1255-GB058,tata1255,GB058,0,GB058-0,,Poppe (1963:8-130),noun,possession,word
tata1255-GB059,tata1255,GB059,0,GB059-0,,Poppe (1963:30-33),noun,possession,word
tata1255-GB068,tata1255,GB068,0,GB068-0,,Poppe (1963:112-114),adjective,non-verbal predication,word
tata1255-GB069,tata1255,GB069,0,GB069-0,,Poppe (1963:112-114),adjective,other,word
tata1255-GB070,tata1255,GB070,1,GB070-1,,Poppe (1963:119),noun,argument marking (core),word
tata1255-GB071,tata1255,GB071,1,GB071-1,,Poppe (1963:119),pronoun,argument marking (core),word
tata1255-GB072,tata1255,GB072,1,GB072-1,,Poppe (1963:35-37),noun,argument marking (non-core),word
tata1255-GB073,tata1255,GB073,1,GB073-1,,Poppe (1963:53-54),pronoun,argument marking (non-core),word
tata1255-GB074,tata1255,GB074,0,GB074-0,,Poppe (1963:51-53),other,argument marking (non-core),NP
tata1255-GB075,tata1255,GB075,1,GB075-1,,Poppe (1963:51-53),other,argument marking (non-core),NP
tata1255-GB079,tata1255,GB079,0,GB079-0,,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB080,tata1255,GB080,1,GB080-1,,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB081,tata1255,GB081,0,GB081-0,,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB082,tata1255,GB082,1,GB082-1,,Poppe (1963:70),verb,TAME,word
tata1255-GB083,tata1255,GB083,1,GB083-1,,Poppe (1963:60),verb,TAME,word
tata1255-GB084,tata1255,GB084,1,GB084-1,it is called participle,Poppe (1963:72),verb,TAME,word
tata1255-GB086,tata1255,GB086,0,GB086-0,,Poppe (1963:8-130),verb,TAME,word
tata1255-GB089,tata1255,GB089,1,GB089-1,,"Poppe (1963:58, 123)",verb,argument marking (core),word
tata1255-GB090,tata1255,GB090,0,GB090-0,,"Poppe (1963:58, 123)",verb,argument marking (core),word
tata1255-GB091,tata1255,GB091,1,GB091-1,,"Poppe (1963:58, 123)",verb,argument marking (core),word
tata1255-GB092,tata1255,GB092,0,GB092-0,,"Poppe (1963:58, 123)",verb,argument marking (core),word
tata1255-GB093,tata1255,GB093,0,GB093-0,,"Poppe (1963:58, 123)",verb,argument marking (core),word
tata1255-GB094,tata1255,GB094,0,GB094-0,,"Poppe (1963:58, 123)",verb,argument marking (core),word
tata1255-GB095,tata1255,GB095,0,GB095-0,,Poppe (1963:119),verb,argument marking (core),word
tata1255-GB096,tata1255,GB096,0,GB096-0,,Poppe (1963:119),verb,argument marking (core),word
tata1255-GB098,tata1255,GB098,0,GB098-0,,Poppe (1963:119),verb,argument marking (core),word
tata1255-GB099,tata1255,GB099,0,GB099-0,Not mentioned.,Poppe (1963:8-130),verb,argument marking (core),word
tata1255-GB103,tata1255,GB103,0,GB103-0,,Poppe (1963:8-130),verb,argument marking (non-core),word
tata1255-GB104,tata1255,GB104,0,GB104-0,,Poppe (1963:8-130),verb,argument marking (non-core),word
tata1255-GB105,tata1255,GB105,0,GB105-0,,"Poppe (1963:35-37, 53-54)",verb,argument marking (non-core),word
tata1255-GB107,tata1255,GB107,1,GB107-1,,Poppe (1963:58),verb,negation,word
tata1255-GB108,tata1255,GB108,0,GB108-0,Not mentioned.,Poppe (1963:8-130),verb,argument marking (non-core),word
tata1255-GB109,tata1255,GB109,0,GB109-0,,Poppe (1963:8-130),verb,argument marking (core),word
tata1255-GB110,tata1255,GB110,0,GB110-0,Not mentioned.,Poppe (1963:8-130),verb,TAME,word
tata1255-GB111,tata1255,GB111,0,GB111-0,Not mentioned.,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB113,tata1255,GB113,1,GB113-1,,Poppe (1963:98-100),verb,valency,word
tata1255-GB114,tata1255,GB114,1,GB114-1,,Poppe (1963:97),verb,valency,word
tata1255-GB115,tata1255,GB115,1,GB115-1,,Poppe (1963:98),verb,valency,word
tata1255-GB116,tata1255,GB116,0,GB116-0,,Poppe (1963:8-130),verb,argument marking (core),word
tata1255-GB117,tata1255,GB117,1,GB117-1,,"Poppe (1963:18, 122)",verb,non-verbal predication,clause
tata1255-GB118,tata1255,GB118,0,GB118-0,,Poppe (1963:101-102),verb,verb complex,clause
tata1255-GB119,tata1255,GB119,1,GB119-1,,Poppe (1963:103),verb,TAME,clause
tata1255-GB120,tata1255,GB120,1,GB120-1,,Poppe (1963:102),verb,TAME,clause
tata1255-GB121,tata1255,GB121,1,GB121-1,,Poppe (1963:104),verb,TAME,clause
tata1255-GB122,tata1255,GB122,?,GB122-?,the verbs most probably do not form one phonological word,Poppe (1963:101-102),verb,verb complex,word
tata1255-GB123,tata1255,GB123,1,GB123-1,,Poppe (1963:101),verb,verb complex,clause
tata1255-GB124,tata1255,GB124,0,GB124-0,,Poppe (1963:8-130),verb,valency,word
tata1255-GB126,tata1255,GB126,?,GB126-?,Not mentioned.,Poppe (1963:8-130),verb,non-verbal predication,clause
tata1255-GB127,tata1255,GB127,?,GB127-?,Not mentioned.,Poppe (1963:8-130),verb,non-verbal predication,clause
tata1255-GB129,tata1255,GB129,0,GB129-0,,Poppe (1963:8-130),verb,other,word
tata1255-GB131,tata1255,GB131,0,GB131-0,,Poppe (1963:8-130),verb,word order,clause
tata1255-GB132,tata1255,GB132,0,GB132-0,,Poppe (1963:8-130),verb,word order,clause
tata1255-GB133,tata1255,GB133,1,GB133-1,,Poppe (1963:119),verb,word order,clause
tata1255-GB134,tata1255,GB134,1,GB134-1,,Poppe (1963:120),not assignable,word order,clause
tata1255-GB135,tata1255,GB135,1,GB135-1,,Poppe (1963:119),not assignable,word order,clause
tata1255-GB136,tata1255,GB136,?,GB136-?,"probably yes, but it is not stated explicitly",Poppe (1963:8-130),not assignable,word order,clause
tata1255-GB137,tata1255,GB137,1,GB137-1,,Poppe (1963:58),verb,negation,clause
tata1255-GB138,tata1255,GB138,0,GB138-0,,Poppe (1963:8-130),verb,negation,clause
tata1255-GB139,tata1255,GB139,0,GB139-0,,Poppe (1963:101),verb,negation,clause
tata1255-GB140,tata1255,GB140,?,GB140-?,Not mentioned.,Poppe (1963:8-130),verb,non-verbal predication,clause
tata1255-GB146,tata1255,GB146,?,GB146-?,Not mentioned.,Poppe (1963:8-130),noun,argument marking (core),multiple
tata1255-GB147,tata1255,GB147,1,GB147-1,,Poppe (1963:97),verb,valency,word
tata1255-GB148,tata1255,GB148,0,GB148-0,,Poppe (1963:8-130),verb,valency,word
tata1255-GB149,tata1255,GB149,0,GB149-0,,Poppe (1963:8-130),verb,argument marking (core),word
tata1255-GB150,tata1255,GB150,?,GB150-?,Not mentioned.,Poppe (1963:76-77),verb,verb complex,clause
tata1255-GB151,tata1255,GB151,0,GB151-0,,Poppe (1963:8-130),verb,argument marking (core),clause
tata1255-GB152,tata1255,GB152,1,GB152-1,,Poppe (1963:76-77),verb,TAME,clause
tata1255-GB155,tata1255,GB155,1,GB155-1,,Poppe (1963:98-100),verb,valency,word
tata1255-GB156,tata1255,GB156,0,GB156-0,,Poppe (1963:8-130),verb,valency,word
tata1255-GB158,tata1255,GB158,0,GB158-0,Not mentioned.,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB159,tata1255,GB159,0,GB159-0,Not mentioned.,Poppe (1963:8-130),noun,number,word
tata1255-GB160,tata1255,GB160,0,GB160-0,Not mentioned.,Poppe (1963:8-130),adjective,other,word
tata1255-GB165,tata1255,GB165,0,GB165-0,,Poppe (1963:29),noun,number,word
tata1255-GB166,tata1255,GB166,0,GB166-0,,Poppe (1963:29),noun,number,word
tata1255-GB167,tata1255,GB167,0,GB167-0,,Poppe (1963:53-54),pronoun,deixis,clause
tata1255-GB170,tata1255,GB170,0,GB170-0,,Poppe (1963:8-130),adjective,class agreement,NP
tata1255-GB171,tata1255,GB171,0,GB171-0,,Poppe (1963:8-130),demonstrative,class agreement,NP
tata1255-GB172,tata1255,GB172,0,GB172-0,,Poppe (1963:8-130),multiple,class agreement,NP
tata1255-GB177,tata1255,GB177,0,GB177-0,,Poppe (1963:8-130),verb,argument marking (core),word
tata1255-GB184,tata1255,GB184,0,GB184-0,,Poppe (1963:112-114),adjective,number,NP
tata1255-GB185,tata1255,GB185,0,GB185-0,,"Poppe (1963:55-56, 114)",demonstrative,number,NP
tata1255-GB186,tata1255,GB186,0,GB186-0,,Poppe (1963:8-130),article,number,NP
tata1255-GB187,tata1255,GB187,1,GB187-1,,Poppe (1963:89),noun,denominal derivation,word
tata1255-GB188,tata1255,GB188,0,GB188-0,Not mentioned.,Poppe (1963:88-89),noun,denominal derivation,word
tata1255-GB192,tata1255,GB192,0,GB192-0,,Poppe (1963:8-130),multiple,class agreement,clause
tata1255-GB196,tata1255,GB196,0,GB196-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-GB197,tata1255,GB197,0,GB197-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-GB198,tata1255,GB198,0,GB198-0,,Poppe (1963:8-130),numeral,class agreement,NP
tata1255-GB204,tata1255,GB204,1,GB204-1,,"Poppe (1963:52, 102)",other,quantification,multiple
tata1255-GB250,tata1255,GB250,?,GB250-?,Not mentioned.,Poppe (1963:8-130),verb,non-verbal predication,clause
tata1255-GB252,tata1255,GB252,?,GB252-?,Not mentioned.,Poppe (1963:8-130),multiple,non-verbal predication,clause
tata1255-GB253,tata1255,GB253,?,GB253-?,Not mentioned.,Poppe (1963:8-130),multiple,non-verbal predication,clause
tata1255-GB254,tata1255,GB254,?,GB254-?,Not mentioned.,Poppe (1963:8-130),multiple,non-verbal predication,clause
tata1255-GB256,tata1255,GB256,?,GB256-?,Not mentioned.,Poppe (1963:8-130),multiple,non-verbal predication,clause
tata1255-GB257,tata1255,GB257,1,GB257-1,,Poppe (1963:126),not assignable,interrogation,clause
tata1255-GB260,tata1255,GB260,0,GB260-0,,Poppe (1963:8-130),multiple,interrogation,clause
tata1255-GB262,tata1255,GB262,0,GB262-0,,Poppe (1963:85),particle,interrogation,clause
tata1255-GB263,tata1255,GB263,1,GB263-1,the particle undergoes vowel harmony,Poppe (1963:85),particle,interrogation,clause
tata1255-GB264,tata1255,GB264,0,GB264-0,,Poppe (1963:85),particle,word order,clause
tata1255-GB265,tata1255,GB265,0,GB265-0,,Poppe (1963:116),verb,non-verbal predication,clause
tata1255-GB266,tata1255,GB266,1,GB266-1,,"Poppe (1963:116, 109)",multiple,non-verbal predication,clause
tata1255-GB270,tata1255,GB270,0,GB270-0,,Poppe (1963:116),multiple,non-verbal predication,clause
tata1255-GB273,tata1255,GB273,0,GB273-0,,Poppe (1963:116),particle,non-verbal predication,clause
tata1255-GB275,tata1255,GB275,1,GB275-1,The adjective may or may not have the comparative suffix -rÄk’,"Poppe (1963:116, 109)",adjective,non-verbal predication,word
tata1255-GB276,tata1255,GB276,0,GB276-0,,Poppe (1963:116),particle,non-verbal predication,clause
tata1255-GB285,tata1255,GB285,0,GB285-0,,Poppe (1963:85),multiple,interrogation,clause
tata1255-GB286,tata1255,GB286,0,GB286-0,the phonologically bound particle can attach to any part of speech,Poppe (1963:85),verb,interrogation,clause
tata1255-GB291,tata1255,GB291,0,GB291-0,,Poppe (1963:85),not assignable,interrogation,clause
tata1255-GB296,tata1255,GB296,0,GB296-0,"Probably not, not mentioned.",Poppe (1963:8-130),other,other,word
tata1255-GB297,tata1255,GB297,0,GB297-0,,Poppe (1963:85),verb,interrogation,clause
tata1255-GB298,tata1255,GB298,0,GB298-0,,Poppe (1963:8-130),verb,negation,clause
tata1255-GB299,tata1255,GB299,0,GB299-0,,Poppe (1963:8-130),particle,negation,clause
tata1255-GB300,tata1255,GB300,0,GB300-0,,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB301,tata1255,GB301,?,GB301-?,Not mentioned.,Poppe (1963:8-130),multiple,deixis,clause
tata1255-GB302,tata1255,GB302,0,GB302-0,,Poppe (1963:8-130),particle,valency,clause
tata1255-GB303,tata1255,GB303,0,GB303-0,,Poppe (1963:8-130),particle,valency,clause
tata1255-GB304,tata1255,GB304,?,GB304-?,no examples available,Poppe (1963:8-130),multiple,valency,clause
tata1255-GB305,tata1255,GB305,1,GB305-1,,Poppe (1963:80),pronoun,valency,word
tata1255-GB306,tata1255,GB306,?,GB306-?,Not mentioned.,Poppe (1963:53-57),pronoun,valency,word
tata1255-GB309,tata1255,GB309,0,GB309-0,,Poppe (1963:8-130),verb,TAME,clause
tata1255-GB312,tata1255,GB312,1,GB312-1,,Poppe (1963:61-63),verb,TAME,word
tata1255-GB313,tata1255,GB313,0,GB313-0,the process is regular,Poppe (1963:53-54),pronoun,possession,word
tata1255-GB314,tata1255,GB314,0,GB314-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB315,tata1255,GB315,0,GB315-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB316,tata1255,GB316,0,GB316-0,,Poppe (1963:29),particle,number,NP
tata1255-GB317,tata1255,GB317,0,GB317-0,,Poppe (1963:29),particle,number,NP
tata1255-GB318,tata1255,GB318,0,GB318-0,,Poppe (1963:29),particle,number,NP
tata1255-GB319,tata1255,GB319,0,GB319-0,,Poppe (1963:29),particle,number,NP
tata1255-GB320,tata1255,GB320,0,GB320-0,,Poppe (1963:29),particle,number,NP
tata1255-GB321,tata1255,GB321,0,GB321-0,,Poppe (1963:8-130),multiple,class agreement,word
tata1255-GB322,tata1255,GB322,0,GB322-0,,Poppe (1963:8-130),verb,TAME,clause
tata1255-GB323,tata1255,GB323,1,GB323-1,,Poppe (1963:69),verb,TAME,clause
tata1255-GB324,tata1255,GB324,0,GB324-0,Not mentioned.,Poppe (1963:85),verb,interrogation,clause
tata1255-GB325,tata1255,GB325,?,GB325-?,,Poppe (1963:82),particle,quantification,word
tata1255-GB326,tata1255,GB326,1,GB326-1,,Poppe (1963:81),not assignable,word order,clause
tata1255-GB327,tata1255,GB327,0,GB327-0,,"Poppe (1963:71, 114)",not assignable,word order,clause
tata1255-GB328,tata1255,GB328,1,GB328-1,,"Poppe (1963:71, 114)",not assignable,word order,clause
tata1255-GB329,tata1255,GB329,0,GB329-0,,"Poppe (1963:71, 114)",not assignable,word order,clause
tata1255-GB330,tata1255,GB330,0,GB330-0,,"Poppe (1963:71, 114)",not assignable,word order,clause
tata1255-GB331,tata1255,GB331,0,GB331-0,,"Poppe (1963:71, 114)",not assignable,word order,clause
tata1255-GB333,tata1255,GB333,1,GB333-1,,Poppe (1963:82),other,quantification,word
tata1255-GB334,tata1255,GB334,0,GB334-0,,Poppe (1963:82),other,quantification,word
tata1255-GB335,tata1255,GB335,0,GB335-0,,Poppe (1963:82),other,quantification,word
tata1255-GB336,tata1255,GB336,0,GB336-0,,Poppe (1963:82),noun,quantification,word
tata1255-GB400,tata1255,GB400,1,GB400-1,In actor-action clauses the verb may be a singular when the subject is the pronoun alar 'they',Poppe (1963:123),verb,TAME,clause
tata1255-GB401,tata1255,GB401,?,GB401-?,Not mentioned.,Poppe (1963:8-130),verb,valency,clause
tata1255-GB402,tata1255,GB402,0,GB402-0,,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB403,tata1255,GB403,0,GB403-0,,Poppe (1963:8-130),verb,TAME+,word
tata1255-GB408,tata1255,GB408,1,GB408-1,,Poppe (1963:119),multiple,argument marking (core),clause
tata1255-GB409,tata1255,GB409,0,GB409-0,,Poppe (1963:119),multiple,argument marking (core),clause
tata1255-GB410,tata1255,GB410,0,GB410-0,,Poppe (1963:119),multiple,argument marking (core),clause
tata1255-GB415,tata1255,GB415,0,GB415-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-GB421,tata1255,GB421,1,GB421-1,,Poppe (1963:129),not assignable,word order,clause
tata1255-GB422,tata1255,GB422,0,GB422-0,,Poppe (1963:8-130),not assignable,word order,clause
tata1255-GB430,tata1255,GB430,0,GB430-0,,Poppe (1963:30-33),multiple,possession,word
tata1255-GB431,tata1255,GB431,0,GB431-0,,Poppe (1963:30-33),multiple,possession,word
tata1255-GB432,tata1255,GB432,1,GB432-1,,Poppe (1963:30-33),multiple,possession,word
tata1255-GB433,tata1255,GB433,1,GB433-1,,Poppe (1963:30-33),multiple,possession,word
tata1255-GB519,tata1255,GB519,1,GB519-1,,Poppe (1963:85),particle,TAME,clause
tata1255-GB520,tata1255,GB520,0,GB520-0,,Poppe (1963:8-130),particle,TAME,clause
tata1255-GB521,tata1255,GB521,0,GB521-0,,Poppe (1963:8-130),particle,TAME,clause
tata1255-GB522,tata1255,GB522,1,GB522-1,,Poppe (1963:122),not assignable,argument marking (core),clause
tata1255-TE003,tata1255,TE003,1,TE003-1,,Poppe (1963:15-16),not assignable,phonological distinctiveness,phonological shape
tata1255-TE004,tata1255,TE004,0,TE004-0,,Poppe (1963:15-16),not assignable,phonological distinctiveness,phonological shape
tata1255-TE005,tata1255,TE005,0,TE005-0,,Poppe (1963:12),not assignable,phonological distinctiveness,phonological shape
tata1255-TE006,tata1255,TE006,?,TE006-?,Not mentioned.,Poppe (1963:13),not assignable,phonological distinctiveness,phonological shape
tata1255-TE007,tata1255,TE007,?,TE007-?,Not mentioned.,Poppe (1963:8-28),not assignable,phonological distinctiveness,phonological shape
tata1255-TE008,tata1255,TE008,1,TE008-1,,Poppe (1963:10-13),not assignable,phonological distinctiveness,phonological shape
tata1255-TE018,tata1255,TE018,1,TE018-1,,Poppe (1963:53-54),pronoun,phonological distinctiveness,phonological shape
tata1255-TE019,tata1255,TE019,1,TE019-1,,Poppe (1963:53-54),pronoun,phonological distinctiveness,phonological shape
tata1255-TE027,tata1255,TE027,0,TE027-0,,Poppe (1963:53-54),pronoun,deixis,word
tata1255-TE031,tata1255,TE031,1,TE031-1,,Poppe (1963:12),not assignable,phonological distinctiveness,phonological shape
tata1255-TE037,tata1255,TE037,1,TE037-1,,Poppe (1963:12-13),not assignable,phonological distinctiveness,phonological shape
tata1255-TE038,tata1255,TE038,1,TE038-1,,Poppe (1963:13),not assignable,phonological distinctiveness,phonological shape
tata1255-TE039,tata1255,TE039,0,TE039-0,,Poppe (1963:8-10),not assignable,phonological distinctiveness,phonological shape
tata1255-TE050,tata1255,TE050,0,TE050-0,,Poppe (1963:83),noun,number,NP
tata1255-TE052,tata1255,TE052,1,TE052-1,,Poppe (1963:119),multiple,argument marking (core),word
tata1255-TE053,tata1255,TE053,0,TE053-0,,Poppe (1963:8-130),multiple,argument marking (non-core),word
tata1255-TE054,tata1255,TE054,1,TE054-1,,Poppe (1963:81),multiple,interrogation,clause
tata1255-TE059,tata1255,TE059,0,TE059-0,,Poppe (1963:8-130),verb,valency,word
tata1255-TE066,tata1255,TE066,1,TE066-1,,Poppe (1963:63),verb,TAME,word
tata1255-TE078,tata1255,TE078,0,TE078-0,,Poppe (1963:10-11),not assignable,phonological distinctiveness,phonological shape
tata1255-TS001,tata1255,TS001,1,TS001-1,,Poppe (1963:83),not assignable,word order,NP
tata1255-TS002,tata1255,TS002,0,TS002-0,,Poppe (1963:83),not assignable,word order,NP
tata1255-TS003,tata1255,TS003,1,TS003-1,,"Poppe (1963:55-56, 114)",not assignable,word order,NP
tata1255-TS004,tata1255,TS004,0,TS004-0,,"Poppe (1963:55-56, 114)",not assignable,word order,NP
tata1255-TS005,tata1255,TS005,1,TS005-1,,Poppe (1963:30-33),not assignable,word order,NP
tata1255-TS006,tata1255,TS006,1,TS006-1,,Poppe (1963:30-33),not assignable,word order,NP
tata1255-TS007,tata1255,TS007,1,TS007-1,,Poppe (1963:112-114),not assignable,word order,NP
tata1255-TS008,tata1255,TS008,0,TS008-0,,Poppe (1963:112-114),not assignable,word order,NP
tata1255-TS009,tata1255,TS009,1,TS009-1,,Poppe (1963:102),not assignable,word order,NP
tata1255-TS010,tata1255,TS010,0,TS010-0,modifiers normally precede their heads,Poppe (1963:8-130),not assignable,word order,NP
tata1255-TS079,tata1255,TS079,0,TS079-0,,Poppe (1963:15-16),not assignable,phonological distinctiveness,phonological shape
tata1255-TS080,tata1255,TS080,?,TS080-?,,Poppe (1963:15-16),not assignable,phonological distinctiveness,phonological shape
tata1255-TS086,tata1255,TS086,1,TS086-1,,Poppe (1963:101),not assignable,word order,clause
tata1255-TS087,tata1255,TS087,0,TS087-0,,Poppe (1963:101),not assignable,word order,clause
tata1255-TS088,tata1255,TS088,0,TS088-0,,Poppe (1963:10-13),not assignable,phonological distinctiveness,phonological shape
cent2126-GB020,cent2126,GB020,0,GB020-0,,Matayoshi (2010:89-110),article,deixis,NP
cent2126-GB021,cent2126,GB021,0,GB021-0,,Matayoshi (2010:89-110),article,deixis,NP
cent2126-GB022,cent2126,GB022,0,GB022-0,,Matayoshi (2010:89-110),article,deixis,NP
cent2126-GB023,cent2126,GB023,0,GB023-0,,Matayoshi (2010:89-110),article,deixis,NP
cent2126-GB026,cent2126,GB026,0,GB026-0,"Probably not, no deviations from the standard ADJ-N order mentioned.",Matayoshi (2010:93-95),not assignable,word order,NP
cent2126-GB027,cent2126,GB027,?,GB027-?,Not mentioned.,Matayoshi (2010:89-110),multiple,argument marking (non-core),NP
cent2126-GB028,cent2126,GB028,?,GB028-?,Not mentioned.,Matayoshi (2010:89-110),pronoun,deixis,word
cent2126-GB030,cent2126,GB030,?,GB030-?,Not mentioned.,Matayoshi (2010:89-110),pronoun,deixis,word
cent2126-GB031,cent2126,GB031,?,GB031-?,Not mentioned.,Matayoshi (2010:89-110),pronoun,deixis,word
cent2126-GB035,cent2126,GB035,?,GB035-?,No section on demonstratives.,Matayoshi (2010:89-110),demonstrative,deixis,word
cent2126-GB036,cent2126,GB036,?,GB036-?,No section on demonstratives.,Matayoshi (2010:89-110),demonstrative,deixis,word
cent2126-GB037,cent2126,GB037,?,GB037-?,No section on demonstratives.,Matayoshi (2010:89-110),demonstrative,deixis,word
cent2126-GB038,cent2126,GB038,0,GB038-0,Not mentioned.,Matayoshi (2010:89-110),noun,deixis,word
cent2126-GB039,cent2126,GB039,1,GB039-1,,Matayoshi (2010:97),noun,number,word
cent2126-GB041,cent2126,GB041,?,GB041-?,,Matayoshi (2010:89-110),noun,number,word
cent2126-GB042,cent2126,GB042,0,GB042-0,,Matayoshi (2010:97),noun,number,word
cent2126-GB043,cent2126,GB043,0,GB043-0,,Matayoshi (2010:97),noun,number,word
cent2126-GB044,cent2126,GB044,?,GB044-?,"Not clear, whether the suffixes are restricted to animates.",Matayoshi (2010:97),noun,number,word
cent2126-GB046,cent2126,GB046,?,GB046-?,,Matayoshi (2010:89-110),noun,number,word
cent2126-GB047,cent2126,GB047,1,GB047-1,,Matayoshi (2010:95),noun,denominal derivation,word
cent2126-GB048,cent2126,GB048,?,GB048-?,Not mentioned.,Matayoshi (2010:95),noun,denominal derivation,word
cent2126-GB049,cent2126,GB049,?,GB049-?,,Matayoshi (2010:95),noun,denominal derivation,word
