ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,PoS,Function,Level
huzh1238-GB188,huzh1238,GB188,0,GB188-0,,Georg (2003:293),noun,denominal derivation,word
huzh1238-GB192,huzh1238,GB192,0,GB192-0,,Georg (2003:286-304),multiple,class agreement,clause
huzh1238-GB196,huzh1238,GB196,0,GB196-0,,Georg (2003:297-298),pronoun,deixis,word
huzh1238-GB197,huzh1238,GB197,0,GB197-0,,Georg (2003:297-298),pronoun,deixis,word
huzh1238-GB198,huzh1238,GB198,0,GB198-0,,Georg (2003:286-304),numeral,class agreement,NP
huzh1238-GB204,huzh1238,GB204,?,GB204-?,Modifiers usually precede their heads.,Georg (2003:303),other,quantification,multiple
huzh1238-GB250,huzh1238,GB250,0,GB250-0,,Georg (2003:296),verb,non-verbal predication,clause
huzh1238-GB252,huzh1238,GB252,1,GB252-1,DAT/LOC,Georg (2003:296),multiple,non-verbal predication,clause
huzh1238-GB253,huzh1238,GB253,1,GB253-1,DAT/LOC,Georg (2003:296),multiple,non-verbal predication,clause
huzh1238-GB254,huzh1238,GB254,0,GB254-0,,Georg (2003:296),multiple,non-verbal predication,clause
huzh1238-GB256,huzh1238,GB256,?,GB256-?,Not mentioned.,Georg (2003:296),multiple,non-verbal predication,clause
huzh1238-GB257,huzh1238,GB257,0,GB257-0,,Georg (2003:303),not assignable,interrogation,clause
huzh1238-GB260,huzh1238,GB260,0,GB260-0,,Georg (2003:303),multiple,interrogation,clause
huzh1238-GB262,huzh1238,GB262,0,GB262-0,,Georg (2003:303),particle,interrogation,clause
huzh1238-GB263,huzh1238,GB263,1,GB263-1,,Georg (2003:303),particle,interrogation,clause
huzh1238-GB264,huzh1238,GB264,0,GB264-0,,Georg (2003:303),particle,word order,clause
huzh1238-GB265,huzh1238,GB265,0,GB265-0,,Georg (2003:296),verb,non-verbal predication,clause
huzh1238-GB266,huzh1238,GB266,1,GB266-1,,Georg (2003:296),multiple,non-verbal predication,clause
huzh1238-GB270,huzh1238,GB270,0,GB270-0,,Georg (2003:296),multiple,non-verbal predication,clause
huzh1238-GB273,huzh1238,GB273,0,GB273-0,,Georg (2003:296),particle,non-verbal predication,clause
huzh1238-GB275,huzh1238,GB275,?,GB275-?,No suitable examples available.,Georg (2003:296),adjective,non-verbal predication,word
huzh1238-GB276,huzh1238,GB276,?,GB276-?,No suitable examples available.,Georg (2003:296),particle,non-verbal predication,clause
huzh1238-GB285,huzh1238,GB285,0,GB285-0,,Georg (2003:303),multiple,interrogation,clause
huzh1238-GB286,huzh1238,GB286,0,GB286-0,,Georg (2003:303),verb,interrogation,clause
huzh1238-GB291,huzh1238,GB291,0,GB291-0,,Georg (2003:303),not assignable,interrogation,clause
huzh1238-GB296,huzh1238,GB296,0,GB296-0,,Georg (2003:286-304),other,other,word
huzh1238-GB297,huzh1238,GB297,0,GB297-0,,Georg (2003:303),verb,interrogation,clause
huzh1238-GB298,huzh1238,GB298,1,GB298-1,,Georg (2003:303),verb,negation,clause
huzh1238-GB299,huzh1238,GB299,1,GB299-1,,Georg (2003:303),particle,negation,clause
huzh1238-GB300,huzh1238,GB300,0,GB300-0,,Georg (2003:286-304),verb,TAME+,word
huzh1238-GB301,huzh1238,GB301,0,GB301-0,,Georg (2003:296),multiple,deixis,clause
huzh1238-GB302,huzh1238,GB302,0,GB302-0,,Georg (2003:294),particle,valency,clause
huzh1238-GB303,huzh1238,GB303,0,GB303-0,,Georg (2003:294),particle,valency,clause
huzh1238-GB304,huzh1238,GB304,0,GB304-0,No passives.,Georg (2003:294),multiple,valency,clause
huzh1238-GB305,huzh1238,GB305,1,GB305-1,,Georg (2003:297-298),pronoun,valency,word
huzh1238-GB306,huzh1238,GB306,0,GB306-0,,Georg (2003:297-298),pronoun,valency,word
huzh1238-GB309,huzh1238,GB309,0,GB309-0,,Georg (2003:299),verb,TAME,clause
huzh1238-GB312,huzh1238,GB312,1,GB312-1,,Georg (2003:299),verb,TAME,word
huzh1238-GB313,huzh1238,GB313,0,GB313-0,,Georg (2003:297-298),pronoun,possession,word
huzh1238-GB314,huzh1238,GB314,0,GB314-0,,Georg (2003:286-304),multiple,class agreement,word
huzh1238-GB315,huzh1238,GB315,0,GB315-0,,Georg (2003:286-304),multiple,class agreement,word
huzh1238-GB316,huzh1238,GB316,0,GB316-0,,Georg (2003:295),particle,number,NP
huzh1238-GB317,huzh1238,GB317,0,GB317-0,,Georg (2003:295),particle,number,NP
huzh1238-GB318,huzh1238,GB318,0,GB318-0,,Georg (2003:295),particle,number,NP
huzh1238-GB319,huzh1238,GB319,0,GB319-0,,Georg (2003:295),particle,number,NP
huzh1238-GB320,huzh1238,GB320,0,GB320-0,,Georg (2003:295),particle,number,NP
huzh1238-GB321,huzh1238,GB321,0,GB321-0,,Georg (2003:286-304),multiple,class agreement,word
huzh1238-GB322,huzh1238,GB322,1,GB322-1,,Georg (2003:302-303),verb,TAME,clause
huzh1238-GB323,huzh1238,GB323,0,GB323-0,,Georg (2003:302-303),verb,TAME,clause
huzh1238-GB324,huzh1238,GB324,?,GB324-?,,Georg (2003:286-304),verb,interrogation,clause
huzh1238-GB325,huzh1238,GB325,?,GB325-?,Not mentioned.,Georg (2003:286-304),particle,quantification,word
huzh1238-GB326,huzh1238,GB326,?,GB326-?,Not mentioned.,Georg (2003:286-304),not assignable,word order,clause
huzh1238-GB327,huzh1238,GB327,0,GB327-0,,Georg (2003:300-301),not assignable,word order,clause
huzh1238-GB328,huzh1238,GB328,1,GB328-1,,Georg (2003:300-301),not assignable,word order,clause
huzh1238-GB329,huzh1238,GB329,0,GB329-0,,Georg (2003:300-301),not assignable,word order,clause
huzh1238-GB330,huzh1238,GB330,0,GB330-0,,Georg (2003:300-301),not assignable,word order,clause
huzh1238-GB331,huzh1238,GB331,0,GB331-0,,Georg (2003:300-301),not assignable,word order,clause
huzh1238-GB333,huzh1238,GB333,1,GB333-1,,Georg (2003:296-297),other,quantification,word
huzh1238-GB334,huzh1238,GB334,0,GB334-0,,Georg (2003:296-297),other,quantification,word
huzh1238-GB335,huzh1238,GB335,0,GB335-0,,Georg (2003:296-297),other,quantification,word
huzh1238-GB336,huzh1238,GB336,0,GB336-0,,Georg (2003:296-297),noun,quantification,word
huzh1238-GB400,huzh1238,GB400,0,GB400-0,,Georg (2003:286-304),verb,TAME,clause
huzh1238-GB401,huzh1238,GB401,?,GB401-?,,Georg (2003:286-304),verb,valency,clause
huzh1238-GB402,huzh1238,GB402,0,GB402-0,,Georg (2003:286-304),verb,TAME+,word
huzh1238-GB403,huzh1238,GB403,0,GB403-0,,Georg (2003:286-304),verb,TAME+,word
huzh1238-GB408,huzh1238,GB408,1,GB408-1,,Georg (2003:296),multiple,argument marking (core),clause
huzh1238-GB409,huzh1238,GB409,0,GB409-0,,Georg (2003:296),multiple,argument marking (core),clause
huzh1238-GB410,huzh1238,GB410,1,GB410-1,,Georg (2003:296),multiple,argument marking (core),clause
huzh1238-GB415,huzh1238,GB415,0,GB415-0,,Georg (2003:297-298),pronoun,deixis,word
huzh1238-GB421,huzh1238,GB421,0,GB421-0,The predicate of an embedded clause is a participle that takes ACC case marker.,Georg (2003:300),not assignable,word order,clause
huzh1238-GB422,huzh1238,GB422,0,GB422-0,The predicate of an embedded clause is a participle that takes ACC case marker.,Georg (2003:300),not assignable,word order,clause
huzh1238-GB430,huzh1238,GB430,0,GB430-0,,Georg (2003:298),multiple,possession,word
huzh1238-GB431,huzh1238,GB431,0,GB431-0,,Georg (2003:298),multiple,possession,word
huzh1238-GB432,huzh1238,GB432,1,GB432-1,,Georg (2003:298),multiple,possession,word
huzh1238-GB433,huzh1238,GB433,1,GB433-1,,Georg (2003:298),multiple,possession,word
huzh1238-GB519,huzh1238,GB519,0,GB519-0,,Georg (2003:299),particle,TAME,clause
huzh1238-GB520,huzh1238,GB520,0,GB520-0,,Georg (2003:286-304),particle,TAME,clause
huzh1238-GB521,huzh1238,GB521,0,GB521-0,,Georg (2003:299),particle,TAME,clause
huzh1238-GB522,huzh1238,GB522,1,GB522-1,,Georg (2003:301),not assignable,argument marking (core),clause
huzh1238-TE003,huzh1238,TE003,0,TE003-0,Not mentioned.,Georg (2003:290-293),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE004,huzh1238,TE004,0,TE004-0,,Georg (2003:290-293),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE005,huzh1238,TE005,?,TE005-?,"it's not clear, whether ng is considered a cluster or a single phoneme'",Georg (2003:290-293),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE006,huzh1238,TE006,1,TE006-1,has secondarily expanded its distribution to the initial position,Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE007,huzh1238,TE007,1,TE007-1,"the loss of short vowels in the initial syllable has created a system of initial consonant clusters in three languages of the Gansu-Qinghai region: Shira Yughur, Mongghul, and Bonan",Rybatzki (2003:371-372); Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE008,huzh1238,TE008,0,TE008-0,"In initial position, the two classes of obstruents in Mongghul are phonetically distinguished by aspiration, the strong segments ( fortes) being voiceless and aspirated, while the weak segments (lenes) are equally voiceless (or slightly voiced), but unaspirated. In medial position, however, the weak segments can be fully voiced and spirantized.",Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE018,huzh1238,TE018,1,TE018-1,mu-qi in GEN,Georg (2003:297-298),pronoun,phonological distinctiveness,phonological shape
huzh1238-TE019,huzh1238,TE019,0,TE019-0,,Georg (2003:297-298),pronoun,phonological distinctiveness,phonological shape
huzh1238-TE027,huzh1238,TE027,1,TE027-1,,Georg (2003:297-298),pronoun,deixis,word
huzh1238-TE031,huzh1238,TE031,1,TE031-1,,Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE037,huzh1238,TE037,1,TE037-1,,Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE038,huzh1238,TE038,1,TE038-1,,Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE039,huzh1238,TE039,1,TE039-1,long vowels can be analysed as sequences of two identical vowels.,Rybatzki (2003:371-372); Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TE050,huzh1238,TE050,0,TE050-0,,Georg (2003:295),noun,number,NP
huzh1238-TE052,huzh1238,TE052,1,TE052-1,,Georg (2003:296),multiple,argument marking (core),word
huzh1238-TE053,huzh1238,TE053,1,TE053-1,,Georg (2003:296),multiple,argument marking (non-core),word
huzh1238-TE054,huzh1238,TE054,?,TE054-?,,Georg (2003:303),multiple,interrogation,clause
huzh1238-TE059,huzh1238,TE059,0,TE059-0,,Georg (2003:294),verb,valency,word
huzh1238-TE066,huzh1238,TE066,1,TE066-1,,Georg (2003:299),verb,TAME,word
huzh1238-TE078,huzh1238,TE078,0,TE078-0,,Georg (2003:290),not assignable,phonological distinctiveness,phonological shape
huzh1238-TS001,huzh1238,TS001,1,TS001-1,,Georg (2003:295),not assignable,word order,NP
huzh1238-TS002,huzh1238,TS002,0,TS002-0,,Georg (2003:295),not assignable,word order,NP
huzh1238-TS003,huzh1238,TS003,1,TS003-1,,Georg (2003:303),not assignable,word order,NP
huzh1238-TS004,huzh1238,TS004,0,TS004-0,,Georg (2003:303),not assignable,word order,NP
huzh1238-TS005,huzh1238,TS005,1,TS005-1,,Georg (2003:298),not assignable,word order,NP
huzh1238-TS006,huzh1238,TS006,1,TS006-1,,Georg (2003:298),not assignable,word order,NP
huzh1238-TS007,huzh1238,TS007,1,TS007-1,,Georg (2003:303),not assignable,word order,NP
huzh1238-TS008,huzh1238,TS008,0,TS008-0,,Georg (2003:303),not assignable,word order,NP
huzh1238-TS009,huzh1238,TS009,1,TS009-1,Modifiers usually precede their heads.,Georg (2003:303),not assignable,word order,NP
huzh1238-TS010,huzh1238,TS010,0,TS010-0,Modifiers usually precede their heads.,Georg (2003:303),not assignable,word order,NP
huzh1238-TS079,huzh1238,TS079,0,TS079-0,,Georg (2003:290-293),not assignable,phonological distinctiveness,phonological shape
huzh1238-TS080,huzh1238,TS080,0,TS080-0,,Georg (2003:290-293),not assignable,phonological distinctiveness,phonological shape
huzh1238-TS086,huzh1238,TS086,1,TS086-1,,Georg (2003:303),not assignable,word order,clause
huzh1238-TS087,huzh1238,TS087,0,TS087-0,,Georg (2003:303),not assignable,word order,clause
huzh1238-TS088,huzh1238,TS088,1,TS088-1,"In initial position, the two classes of obstruents in Mongghul are phonetically distinguished by aspiration, the strong segments ( fortes) being voiceless and aspirated, while the weak segments (lenes) are equally voiceless (or slightly voiced), but unaspirated. In medial position, however, the weak segments can be fully voiced and spirantized.",Georg (2003:291),not assignable,phonological distinctiveness,phonological shape
ikem1235-GB020,ikem1235,GB020,0,GB020-0,,Hayashi (2010:167-188),article,deixis,NP
ikem1235-GB021,ikem1235,GB021,0,GB021-0,,Hayashi (2010:167-188),article,deixis,NP
ikem1235-GB022,ikem1235,GB022,0,GB022-0,,Hayashi (2010:167-188),article,deixis,NP
ikem1235-GB023,ikem1235,GB023,0,GB023-0,,Hayashi (2010:167-188),article,deixis,NP
ikem1235-GB026,ikem1235,GB026,?,GB026-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,NP
ikem1235-GB027,ikem1235,GB027,?,GB027-?,Not mentioned.,Hayashi (2010:167-188),multiple,argument marking (non-core),NP
ikem1235-GB028,ikem1235,GB028,?,GB028-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-GB030,ikem1235,GB030,?,GB030-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-GB031,ikem1235,GB031,?,GB031-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-GB035,ikem1235,GB035,?,GB035-?,Not mentioned.,Hayashi (2010:167-188),demonstrative,deixis,word
ikem1235-GB036,ikem1235,GB036,?,GB036-?,Not mentioned.,Hayashi (2010:167-188),demonstrative,deixis,word
ikem1235-GB037,ikem1235,GB037,?,GB037-?,Not mentioned.,Hayashi (2010:167-188),demonstrative,deixis,word
ikem1235-GB038,ikem1235,GB038,0,GB038-0,,Hayashi (2010:167-188),noun,deixis,word
ikem1235-GB039,ikem1235,GB039,?,GB039-?,the distribution of two plural markers is not clear,"Hayashi (2010:177,185)",noun,number,word
ikem1235-GB041,ikem1235,GB041,0,GB041-0,Not mentioned.,Hayashi (2010:167-188),noun,number,word
ikem1235-GB042,ikem1235,GB042,0,GB042-0,,"Hayashi (2010:177,185)",noun,number,word
ikem1235-GB043,ikem1235,GB043,0,GB043-0,,"Hayashi (2010:177,185)",noun,number,word
ikem1235-GB044,ikem1235,GB044,1,GB044-1,,"Hayashi (2010:177,185)",noun,number,word
ikem1235-GB046,ikem1235,GB046,?,GB046-?,Not mentioned.,Hayashi (2010:167-188),noun,number,word
ikem1235-GB047,ikem1235,GB047,?,GB047-?,Not mentioned.,Hayashi (2010:167-188),noun,denominal derivation,word
ikem1235-GB048,ikem1235,GB048,?,GB048-?,Not mentioned.,Hayashi (2010:167-188),noun,denominal derivation,word
ikem1235-GB049,ikem1235,GB049,?,GB049-?,Not mentioned.,Hayashi (2010:167-188),noun,denominal derivation,word
ikem1235-GB051,ikem1235,GB051,0,GB051-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB052,ikem1235,GB052,0,GB052-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB053,ikem1235,GB053,0,GB053-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB054,ikem1235,GB054,0,GB054-0,,Hayashi (2010:167-188),multiple,class agreement,word
ikem1235-GB057,ikem1235,GB057,?,GB057-?,Not mentioned.,Hayashi (2010:167-188),noun,quantification,word
ikem1235-GB058,ikem1235,GB058,0,GB058-0,,Hayashi (2010:167-188),noun,possession,word
ikem1235-GB059,ikem1235,GB059,0,GB059-0,the possessor is marked by genitive =nu in all cases,Hayashi (2010:167-188),noun,possession,word
ikem1235-GB068,ikem1235,GB068,0,GB068-0,"Taking zyau 'good' as an example, nouns are formed by nominal compounding (zyau+munu), verbs and adverbs are formed by a xes (zyau-kai, zyau-fɨ).",Hayashi (2010:175),adjective,non-verbal predication,word
ikem1235-GB069,ikem1235,GB069,0,GB069-0,,"Hayashi (2010:175,183)",adjective,other,word
ikem1235-GB070,ikem1235,GB070,1,GB070-1,"'Case is indicated by postpositions following an NP', these are phonologically bound",Hayashi (2010:178),noun,argument marking (core),word
ikem1235-GB071,ikem1235,GB071,?,GB071-?,Not mentioned.,Hayashi (2010:167-188),pronoun,argument marking (core),word
ikem1235-GB072,ikem1235,GB072,1,GB072-1,"'Case is indicated by postpositions following an NP', these are phonologically bound",Hayashi (2010:178),noun,argument marking (non-core),word
ikem1235-GB073,ikem1235,GB073,?,GB073-?,Not mentioned.,Hayashi (2010:167-188),pronoun,argument marking (non-core),word
ikem1235-GB074,ikem1235,GB074,0,GB074-0,,"Hayashi (2010:175,179)",other,argument marking (non-core),NP
ikem1235-GB075,ikem1235,GB075,1,GB075-1,clitics,"Hayashi (2010:175,179)",other,argument marking (non-core),NP
ikem1235-GB079,ikem1235,GB079,0,GB079-0,,Hayashi (2010:167-188),verb,TAME+,word
ikem1235-GB080,ikem1235,GB080,1,GB080-1,,Hayashi (2010:175),verb,TAME+,word
ikem1235-GB081,ikem1235,GB081,0,GB081-0,,Hayashi (2010:167-188),verb,TAME+,word
ikem1235-GB082,ikem1235,GB082,1,GB082-1,there is an overt non-past tense marker for the first conjugation class and no marker for the second class,"Hayashi (2010:177,181)",verb,TAME,word
ikem1235-GB083,ikem1235,GB083,1,GB083-1,,"Hayashi (2010:177,181)",verb,TAME,word
ikem1235-GB084,ikem1235,GB084,?,GB084-?,"the marker has particular nominal properties, which are not described in detail. No examples available",Hayashi (2010:177),verb,TAME,word
ikem1235-GB086,ikem1235,GB086,?,GB086-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME,word
ikem1235-GB089,ikem1235,GB089,0,GB089-0,,Hayashi (2010:177),verb,argument marking (core),word
ikem1235-GB090,ikem1235,GB090,0,GB090-0,,Hayashi (2010:177),verb,argument marking (core),word
ikem1235-GB091,ikem1235,GB091,0,GB091-0,,Hayashi (2010:173),verb,argument marking (core),word
ikem1235-GB092,ikem1235,GB092,0,GB092-0,,Hayashi (2010:173),verb,argument marking (core),word
ikem1235-GB093,ikem1235,GB093,0,GB093-0,,Hayashi (2010:173),verb,argument marking (core),word
ikem1235-GB094,ikem1235,GB094,0,GB094-0,,Hayashi (2010:173),verb,argument marking (core),word
ikem1235-GB095,ikem1235,GB095,0,GB095-0,,Hayashi (2010:178),verb,argument marking (core),word
ikem1235-GB096,ikem1235,GB096,0,GB096-0,,Hayashi (2010:178),verb,argument marking (core),word
ikem1235-GB098,ikem1235,GB098,0,GB098-0,,Hayashi (2010:178),verb,argument marking (core),word
ikem1235-GB099,ikem1235,GB099,0,GB099-0,,Hayashi (2010:167-188),verb,argument marking (core),word
ikem1235-GB103,ikem1235,GB103,0,GB103-0,,"Hayashi (2010:178, 182)",verb,argument marking (non-core),word
ikem1235-GB104,ikem1235,GB104,0,GB104-0,,"Hayashi (2010:178, 182)",verb,argument marking (non-core),word
ikem1235-GB105,ikem1235,GB105,?,GB105-?,Not mentioned.,Hayashi (2010:167-188),verb,argument marking (non-core),word
ikem1235-GB107,ikem1235,GB107,1,GB107-1,,"Hayashi (2010:177, 180)",verb,negation,word
ikem1235-GB108,ikem1235,GB108,?,GB108-?,Not mentioned.,Hayashi (2010:167-188),verb,argument marking (non-core),word
ikem1235-GB109,ikem1235,GB109,0,GB109-0,,Hayashi (2010:167-188),verb,argument marking (core),word
ikem1235-GB110,ikem1235,GB110,?,GB110-?,Not mentioned.,Hayashi (2010:167-188),verb,TAME,word
ikem1235-GB111,ikem1235,GB111,1,GB111-1,,Hayashi (2010:177),verb,TAME+,word
ikem1235-GB113,ikem1235,GB113,?,GB113-?,Not mentioned.,"Hayashi (2010:178, 182)",verb,valency,word
ikem1235-GB114,ikem1235,GB114,?,GB114-?,Not mentioned.,Hayashi (2010:167-188),verb,valency,word
ikem1235-GB115,ikem1235,GB115,?,GB115-?,Not mentioned.,Hayashi (2010:167-188),verb,valency,word
ikem1235-GB116,ikem1235,GB116,0,GB116-0,,Hayashi (2010:167-188),verb,argument marking (core),word
ikem1235-GB117,ikem1235,GB117,1,GB117-1,,Hayashi (2010:181),verb,non-verbal predication,clause
ikem1235-GB118,ikem1235,GB118,?,GB118-?,Not mentioned.,Hayashi (2010:167-188),verb,verb complex,clause
ikem1235-GB119,ikem1235,GB119,0,GB119-0,,Hayashi (2010:167-188),verb,TAME,clause
ikem1235-GB120,ikem1235,GB120,1,GB120-1,,Hayashi (2010:181),verb,TAME,clause
ikem1235-GB121,ikem1235,GB121,0,GB121-0,,Hayashi (2010:180-181),verb,TAME,clause
ikem1235-GB122,ikem1235,GB122,?,GB122-?,Not mentioned.,Hayashi (2010:167-188),verb,verb complex,word
ikem1235-GB123,ikem1235,GB123,1,GB123-1,,Hayashi (2010:183),verb,verb complex,clause
ikem1235-GB124,ikem1235,GB124,0,GB124-0,,Hayashi (2010:167-188),verb,valency,word
ikem1235-GB126,ikem1235,GB126,1,GB126-1,,Hayashi (2010:183),verb,non-verbal predication,clause
ikem1235-GB127,ikem1235,GB127,0,GB127-0,,Hayashi (2010:167-188),verb,non-verbal predication,clause
ikem1235-GB129,ikem1235,GB129,0,GB129-0,,Hayashi (2010:167-188),verb,other,word
ikem1235-GB131,ikem1235,GB131,0,GB131-0,,Hayashi (2010:173),verb,word order,clause
ikem1235-GB132,ikem1235,GB132,0,GB132-0,,Hayashi (2010:173),verb,word order,clause
ikem1235-GB133,ikem1235,GB133,1,GB133-1,,Hayashi (2010:173),verb,word order,clause
ikem1235-GB134,ikem1235,GB134,?,GB134-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB135,ikem1235,GB135,?,GB135-?,Not mentioned.,Hayashi (2010:167-188),not assignable,word order,clause
ikem1235-GB136,ikem1235,GB136,0,GB136-0,the order of arguments (and adjuncts) is somewhat variable according to pragmatic factors,Hayashi (2010:173),not assignable,word order,clause
ikem1235-GB137,ikem1235,GB137,1,GB137-1,"it is marked on the verb, which appears to be clause-finally",Hayashi (2010:177),verb,negation,clause
ikem1235-GB138,ikem1235,GB138,0,GB138-0,,Hayashi (2010:180),verb,negation,clause
ikem1235-GB139,ikem1235,GB139,1,GB139-1,,"Hayashi (2010:177, 180)",verb,negation,clause
ikem1235-GB140,ikem1235,GB140,0,GB140-0,,Hayashi (2010:180),verb,non-verbal predication,clause
ikem1235-GB146,ikem1235,GB146,?,GB146-?,Not mentioned.,Hayashi (2010:167-188),noun,argument marking (core),multiple
ikem1235-GB147,ikem1235,GB147,1,GB147-1,,"Hayashi (2010:178, 182)",verb,valency,word
ikem1235-GB148,ikem1235,GB148,0,GB148-0,,"Hayashi (2010:178, 182)",verb,valency,word
ikem1235-GB149,ikem1235,GB149,0,GB149-0,,Hayashi (2010:167-188),verb,argument marking (core),word
ikem1235-GB150,ikem1235,GB150,1,GB150-1,,"Hayashi (2010:173,183)",verb,verb complex,clause
ikem1235-GB151,ikem1235,GB151,0,GB151-0,,Hayashi (2010:167-188),verb,argument marking (core),clause
ikem1235-GB152,ikem1235,GB152,1,GB152-1,converbs,Hayashi (2010:177),verb,TAME,clause
ikem1235-GB155,ikem1235,GB155,1,GB155-1,,"Hayashi (2010:178, 182)",verb,valency,word
ikem1235-GB156,ikem1235,GB156,0,GB156-0,,"Hayashi (2010:178, 182)",verb,valency,word
ikem1235-GB158,ikem1235,GB158,0,GB158-0,,Hayashi (2010:176),verb,TAME+,word
ikem1235-GB159,ikem1235,GB159,0,GB159-0,,Hayashi (2010:176),noun,number,word
ikem1235-GB160,ikem1235,GB160,0,GB160-0,,Hayashi (2010:176),adjective,other,word
ikem1235-GB165,ikem1235,GB165,0,GB165-0,,"Hayashi (2010:177,185)",noun,number,word
ikem1235-GB166,ikem1235,GB166,0,GB166-0,,"Hayashi (2010:177,185)",noun,number,word
ikem1235-GB167,ikem1235,GB167,?,GB167-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,clause
ikem1235-GB170,ikem1235,GB170,0,GB170-0,,Hayashi (2010:167-188),adjective,class agreement,NP
ikem1235-GB171,ikem1235,GB171,0,GB171-0,,Hayashi (2010:167-188),demonstrative,class agreement,NP
ikem1235-GB172,ikem1235,GB172,0,GB172-0,,Hayashi (2010:167-188),multiple,class agreement,NP
ikem1235-GB177,ikem1235,GB177,0,GB177-0,,Hayashi (2010:167-188),verb,argument marking (core),word
ikem1235-GB184,ikem1235,GB184,?,GB184-?,no examples available,Hayashi (2010:167-188),adjective,number,NP
ikem1235-GB185,ikem1235,GB185,?,GB185-?,Not mentioned.,Hayashi (2010:167-188),demonstrative,number,NP
ikem1235-GB186,ikem1235,GB186,?,GB186-?,Not mentioned.,Hayashi (2010:167-188),article,number,NP
ikem1235-GB187,ikem1235,GB187,1,GB187-1,,Hayashi (2010:176),noun,denominal derivation,word
ikem1235-GB188,ikem1235,GB188,0,GB188-0,,Hayashi (2010:176),noun,denominal derivation,word
ikem1235-GB192,ikem1235,GB192,0,GB192-0,,Hayashi (2010:167-188),multiple,class agreement,clause
ikem1235-GB196,ikem1235,GB196,?,GB196-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-GB197,ikem1235,GB197,?,GB197-?,Not mentioned.,Hayashi (2010:167-188),pronoun,deixis,word
ikem1235-GB198,ikem1235,GB198,0,GB198-0,,Hayashi (2010:167-188),numeral,class agreement,NP
ikem1235-GB204,ikem1235,GB204,?,GB204-?,Not mentioned.,Hayashi (2010:167-188),other,quantification,multiple
ikem1235-GB250,ikem1235,GB250,1,GB250-1,,Hayashi (2010:183),verb,non-verbal predication,clause
ikem1235-GB252,ikem1235,GB252,?,GB252-?,Not mentioned.,Hayashi (2010:167-188),multiple,non-verbal predication,clause
ikem1235-GB253,ikem1235,GB253,?,GB253-?,Not mentioned.,Hayashi (2010:167-188),multiple,non-verbal predication,clause
ikem1235-GB254,ikem1235,GB254,?,GB254-?,Not mentioned.,Hayashi (2010:167-188),multiple,non-verbal predication,clause
ikem1235-GB256,ikem1235,GB256,?,GB256-?,Not mentioned.,Hayashi (2010:167-188),multiple,non-verbal predication,clause
ikem1235-GB257,ikem1235,GB257,0,GB257-0,,Hayashi (2010:173),not assignable,interrogation,clause
ikem1235-GB260,ikem1235,GB260,0,GB260-0,,Hayashi (2010:173),multiple,interrogation,clause
ikem1235-GB262,ikem1235,GB262,0,GB262-0,,Hayashi (2010:173),particle,interrogation,clause
ikem1235-GB263,ikem1235,GB263,1,GB263-1,,Hayashi (2010:173),particle,interrogation,clause
ikem1235-GB264,ikem1235,GB264,0,GB264-0,,Hayashi (2010:173),particle,word order,clause
ikem1235-GB265,ikem1235,GB265,?,GB265-?,Not mentioned.,Hayashi (2010:167-188),verb,non-verbal predication,clause
ikem1235-GB266,ikem1235,GB266,?,GB266-?,Not mentioned.,Hayashi (2010:167-188),multiple,non-verbal predication,clause
ikem1235-GB270,ikem1235,GB270,?,GB270-?,Not mentioned.,Hayashi (2010:167-188),multiple,non-verbal predication,clause
ikem1235-GB273,ikem1235,GB273,?,GB273-?,Not mentioned.,Hayashi (2010:167-188),particle,non-verbal predication,clause
ikem1235-GB275,ikem1235,GB275,?,GB275-?,Not mentioned.,Hayashi (2010:167-188),adjective,non-verbal predication,word
ikem1235-GB276,ikem1235,GB276,?,GB276-?,Not mentioned.,Hayashi (2010:167-188),particle,non-verbal predication,clause
